CLIENTE;MED QTDE PED;MED R$;REGIÃO;VENDEDOR;CIDADE;BAIRRO;ENDEREÇO;LATITUDE;LONGITUDE;ROTA HOJE;DIA HOJE;ORDEM HOJE;ROTA ORIGINAL;AÇÃO;NOVA ROTA;VISITAR QUANTAS X
10947;0,666666667;47,9425;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA ALMIRANTE TAMANDARE,704;-26,72735;-53,51794;2 - ROTA2;5;20;12;MANTER;12;1 VISITA
10958;1,5;369,15;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;AV. WILLY BARTH;-26,72108;-53,51501;2 - ROTA2;2;10;12;MANTER;12;1 VISITA
10962;2;46,01666667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;DESCANSO;DISTRITO SAO VALENTI;LINHA SAO VALENTIN,S/N;-26,89857;-53,50466;1 - ROTA1;2;11;12;MANTER;12;1 VISITA
10963;2,166666667;81,37076923;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;DESCANSO;SAO VALENTIN;LINHA SAO VALENTIN,S/N;-26,89877;-53,50485;1 - ROTA1;2;10;12;MANTER;12;1 VISITA
10971;2,166666667;147,4192308;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA ALMIRANTE TAMANDARE,1228-SL 01;-26,72837;-53,525;2 - ROTA2;4;11;12;MANTER;12;1 VISITA
10977;1,666666667;257,095;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;AVENIDA URUGUAI,1303;-27,1795;-53,72017;1 - ROTA1;4;8;12;MANTER;12;1 VISITA
10980;1;339,4816667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;DESCANSO;ITAJUBA;RUA JORGE LACERDA,400;-26,89773;-53,50419;1 - ROTA1;2;7;12;MANTER;12;1 VISITA
10981;2;309,1325;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;AVENIDA: JOHN KENNEDY;-27,1804;-53,71996;1 - ROTA1;4;11;12;MANTER;12;1 VISITA
10983;0,833333333;590,05;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;ESTRELA;RUA MARCILIO DIAS,136;-26,71699;-53,52426;2 - ROTA2;2;13;12;MANTER;12;2 VISITAS
10992;0,666666667;294,1025;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;LINHA BEATO ROQUE;ROD 472 KM 10,S/N;-27,0515;-53,60994;1 - ROTA1;6;16;12;MANTER;12;1 VISITA
11003;1,666666667;168,034;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA SANTOS DUMONT,525;-26,7286;-53,52041;2 - ROTA2;5;9;12;MANTER;12;1 VISITA
12818;1,833333333;129,7872727;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA DO IMIGRANTE,224;-27,09979;-53,58948;1 - ROTA1;6;13;12;MANTER;12;1 VISITA
12912;1,5;215,8122222;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SAO LUIZ;RUA FLORIANOPOLIS,S/N;-26,73916;-53,5191;2 - ROTA2;6;18;12;MANTER;12;1 VISITA
13771;1;85,16;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO,333-SL 01 A;-27,17325;-53,71287;1 - ROTA1;5;5;12;MANTER;12;1 VISITA
15050;2,333333333;206,7871429;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;AGOSTINI;RUA OIAPOC,789-SL;-26,72477;-53,53314;2 - ROTA2;6;7;12;MANTER;12;1 VISITA
15150;1,666666667;100,28;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;ESTRELA;GENERAL OSORIO;-26,72409;-53,51391;2 - ROTA2;5;1;12;MANTER;12;1 VISITA
15252;1,333333333;398,31625;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SAO JORGE;TIRADENTES,1717-SALA;-26,7408;-53,5186;2 - ROTA2;6;13;12;MANTER;12;1 VISITA
16258;1,5;187,7322222;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;BANDEIRANTE;CENTRO;RUA AFONSO LIBONI,S/N-SN;-26,76586;-53,63964;2 - ROTA2;6;1;12;MANTER;12;1 VISITA
16959;0,833333333;86,898;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;R GUSTAVO FETTER,881-SL;-26,98779;-53,53455;1 - ROTA1;2;19;12;MANTER;12;1 VISITA
17430;2,166666667;68,52846154;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;DESCANSO;ITAJUBA;RUA JORGE LACERDA,351-SL;-26,89796;-53,5045;1 - ROTA1;2;8;12;MANTER;12;1 VISITA
18288;1,333333333;6307,65125;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;INTERIOR;RODOVIA: SC 493;-27,09871;-53,59312;1 - ROTA1;6;5;12;MANTER;12;2 VISITAS
19207;1,333333333;235,795;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO,59-SALA;-27,1713;-53,71096;1 - ROTA1;5;27;12;MANTER;12;1 VISITA
19208;2,333333333;201,7528571;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO,412;-27,17369;-53,71337;1 - ROTA1;6;1;12;MANTER;12;1 VISITA
19492;1,833333333;134,8445455;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;DESCANSO;ITAJUBA;XV DE NOVEMBRO,S/N;-26,89881;-53,50465;1 - ROTA1;2;9;12;MANTER;12;1 VISITA
62520;1,5;332,8311111;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA: RIO PARDO;-27,09956;-53,59261;1 - ROTA1;6;10;12;MANTER;12;1 VISITA
62732;2;286,29;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA JOHN KENNEDY;-27,17909;-53,72043;1 - ROTA1;4;5;12;MANTER;12;1 VISITA
62765;2,166666667;443,6361538;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA: GUSTAVO FETTER;-26,99006;-53,53431;1 - ROTA1;3;8;12;MANTER;12;2 VISITAS
64941;2,666666667;163,4125;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA ENCANTADO;-27,09781;-53,59445;1 - ROTA1;6;7;12;MANTER;12;1 VISITA
65040;1,166666667;980,64;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;ESTRELA;RUA DOM PEDRO II;-26,72065;-53,52288;2 - ROTA2;4;21;12;MANTER;12;2 VISITAS
65174;1;839,6666667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,1711;-53,71067;1 - ROTA1;5;10;12;MANTER;12;2 VISITAS
65283;1,666666667;39,901;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17798;-53,71874;1 - ROTA1;4;1;12;MANTER;12;1 VISITA
65401;1,166666667;63,86714286;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SAO SEBASTIAO;RUA WILLY BARTH;-26,71748;-53,51656;2 - ROTA2;5;26;12;MANTER;12;1 VISITA
65443;2;191,9425;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;INTERIOR;LINHA BEATO ROQUE;-27,04941;-53,6222;1 - ROTA1;6;4;12;MANTER;12;1 VISITA
65551;2,666666667;82,0275;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-26,99533;-53,5338;1 - ROTA1;3;15;12;MANTER;12;1 VISITA
65655;1,666666667;158,082;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA 31 DE MARÇO;-26,73525;-53,51665;2 - ROTA2;3;6;12;MANTER;12;1 VISITA
65695;3,166666667;65,60789474;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SAO LUIZ;R 22 DE ABRIL;-26,73881;-53,5212;2 - ROTA2;2;14;12;MANTER;12;1 VISITA
66056;0,666666667;114,7325;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA RIO PARDO;-27,10051;-53,59304;1 - ROTA1;6;8;12;MANTER;12;1 VISITA
66408;1;295,7033333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;INTERIOR;RODOVIA SC 472;-27,00837;-53,53343;1 - ROTA1;6;20;12;MANTER;12;1 VISITA
66485;1;52,41;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;ESTRELA;RUA PRUDENTE DE MORAES;-26,71841;-53,52016;2 - ROTA2;5;2;12;MANTER;12;1 VISITA
67148;2,166666667;750,0038462;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;ITAPIRANGA;LINHA SOLEDADE ESTRADA PRINCIPAL;-27,07264;-53,67541;1 - ROTA1;6;3;12;MANTER;12;2 VISITAS
67182;1,833333333;915,9527273;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17882;-53,72044;1 - ROTA1;4;3;12;MANTER;12;2 VISITAS
67934;1,333333333;800,57;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-26,73839;-53,50581;1 - ROTA1;3;23;12;MANTER;12;2 VISITAS
68048;0,5;146,04;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;INTERIOR;LINHA DOURADO;-27,14298;-53,66711;1 - ROTA1;5;18;12;MANTER;12;1 VISITA
68075;2;438,7583333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-27,00816;-53,53355;1 - ROTA1;2;14;12;MANTER;12;2 VISITAS
68152;1,666666667;49,861;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17388;-53,71351;1 - ROTA1;5;7;12;MANTER;12;1 VISITA
68363;1,666666667;1460,306;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA ALMIRANTE TAMANDARE;-26,72791;-53,51851;2 - ROTA2;6;14;12;MANTER;12;2 VISITAS
68802;1,666666667;785,604;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA WILLY BARTH;-26,72686;-53,51316;2 - ROTA2;4;20;12;MANTER;12;2 VISITAS
68872;0,833333333;156,146;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA ALMIRANTE TAMANDARE;-26,72791;-53,51683;2 - ROTA2;6;9;12;MANTER;12;1 VISITA
69014;0,833333333;325,748;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;AGOSTINI;RUA OIAPOQUE;-26,72444;-53,52907;2 - ROTA2;3;12;12;MANTER;12;1 VISITA
69062;2;797,3833333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;JARDIM PEPERI;RUA WALDEMAR RANGRAB;-26,74786;-53,51587;2 - ROTA2;2;8;12;MANTER;12;2 VISITAS
69382;1,166666667;2885,741429;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA LA SALLE;-26,72981;-53,51171;2 - ROTA2;6;17;12;MANTER;12;2 VISITAS
69472;1;764,085;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SÃ?O SEBASTIÃ?O;RUA PADRE AURELIO CANZI;-26,71159;-53,51487;2 - ROTA2;3;3;12;MANTER;12;2 VISITAS
69560;2;173,6133333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-26,9914;-53,53383;1 - ROTA1;3;17;12;MANTER;12;1 VISITA
70007;1,333333333;219,16875;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA WILLIBHART;-26,73188;-53,52072;2 - ROTA2;2;2;12;MANTER;12;1 VISITA
70028;1,166666667;86,99571429;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA SAO JOSÉ;-27,17131;-53,71403;1 - ROTA1;5;21;12;MANTER;12;1 VISITA
70031;0,666666667;72,4925;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA SANTO ANTONIO;-27,17517;-53,71504;1 - ROTA1;5;16;12;MANTER;12;1 VISITA
70051;1,666666667;272,118;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA SANTOS DUMONT;-26,73188;-53,52071;2 - ROTA2;2;9;12;MANTER;12;1 VISITA
70269;2,166666667;161,0576923;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-27,00795;-53,53327;1 - ROTA1;3;16;12;MANTER;12;1 VISITA
70385;2;628,785;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;JARDIM PEPERI;RUA WALDEMAR RANGRAB;-26,75057;-53,51591;2 - ROTA2;2;7;12;MANTER;12;2 VISITAS
70399;1,666666667;288,212;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA SANTOS DUMONT;-26,73208;-53,5197;2 - ROTA2;3;5;12;MANTER;12;1 VISITA
70519;1,333333333;364,71;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17836;-53,71952;1 - ROTA1;4;18;12;MANTER;12;1 VISITA
70568;2,5;46,17333333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;JARDIM PEPERI;RUA WALDEMAR RANGRAB;-26,7467;-53,51876;2 - ROTA2;2;6;12;MANTER;12;1 VISITA
70632;0,833333333;230,182;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA SETE DE SETEMBRO;-26,72926;-53,51899;2 - ROTA2;4;15;12;MANTER;12;1 VISITA
71348;1,166666667;77,63857143;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL DO OESTE;SAO GOTARDO;R ARNO ERICH SCWAMBACH;-26,73818;-53,50584;1 - ROTA1;2;6;12;MANTER;12;1 VISITA
71349;3,333333333;1307,904;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA LA SALLE;-26,72611;-53,52375;2 - ROTA2;5;18;12;MANTER;12;2 VISITAS
71991;0,333333333;159,225;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA MARCILIO DIAS;-26,73106;-53,52147;2 - ROTA2;5;12;12;MANTER;12;1 VISITA
71994;1,833333333;187,0154545;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA CARLOS KUMMER;-27,17967;-53,7212;1 - ROTA1;4;22;12;MANTER;12;1 VISITA
72052;1,666666667;97,416;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SAO GOTARDO;R THIAGO MICHEL FABIAN;-26,73424;-53,49919;2 - ROTA2;4;23;12;MANTER;12;1 VISITA
72068;1,333333333;151,8575;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;LINHA CHACARA;RODOVIA SC 163;-27,16721;-53,70412;1 - ROTA1;5;26;12;MANTER;12;1 VISITA
72208;1,333333333;240,44875;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA WILLY BARTH;-26,72465;-53,51382;2 - ROTA2;6;15;12;MANTER;12;1 VISITA
72217;1,333333333;20824,76;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;CHAPECÓ;BELVEDERE;R PLINIO ARLINDO DE NES;-27,07084;-52,62773;1 - ROTA1;6;22;12;MANTER;12;2 VISITAS
72325;1,166666667;130,8514286;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17295;-53,71264;1 - ROTA1;5;23;12;MANTER;12;1 VISITA
72362;0,666666667;114,7575;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA JOSÉ RAIMUNDO KLEIN;-27,11147;-53,59584;1 - ROTA1;6;15;12;MANTER;12;1 VISITA
72545;0,166666667;267,41;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SÃO GOTARDO;RUA SAO CRISTOVAO;-26,73436;-53,50127;2 - ROTA2;4;13;12;MANTER;12;1 VISITA
72572;2,166666667;51,56384615;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL DO OESTE;SAO JORGE;R WALDEMAR RANGRAB;-26,74685;-53,51823;2 - ROTA2;4;6;12;MANTER;12;1 VISITA
72829;1,833333333;166,8718182;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;INTERIOR;LINHA SANTA FÉ ALTA;-27,13566;-53,70535;1 - ROTA1;5;25;12;MANTER;12;1 VISITA
73027;1,166666667;207,5357143;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;DAS FLORES;RUA DAS HORTENSIAS;-27,1714;-53,72239;1 - ROTA1;5;22;12;MANTER;12;1 VISITA
73046;2;162,2708333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SALETE;RUA ALMIRANTE TAMANDARE;-26,72914;-53,53216;2 - ROTA2;3;10;12;MANTER;12;1 VISITA
73094;0,666666667;225,1025;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SÃO GOTARDO;RUA VENANCIO AIRES;-26,73847;-53,5029;2 - ROTA2;3;15;12;MANTER;12;1 VISITA
73245;1,833333333;93,21181818;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;INTERIOR;LINHA CRISTO REI;-27,03688;-53,57755;1 - ROTA1;6;18;12;MANTER;12;1 VISITA
73324;1,5;154,5188889;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA LA SALLE;-26,72571;-53,51956;2 - ROTA2;4;16;12;MANTER;12;1 VISITA
73327;2;112,615;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;AVENIDA BEIRA RIO;-27,17061;-53,70932;1 - ROTA1;5;3;12;MANTER;12;1 VISITA
73333;1,166666667;223,1657143;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA PORTO NOVO;-27,1709;-53,7103;1 - ROTA1;5;13;12;MANTER;12;1 VISITA
73402;1,166666667;902,2385714;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SÃO JORGE;RUA WALDEMAR RANGRAB;-26,74529;-53,51836;2 - ROTA2;5;14;12;MANTER;12;2 VISITAS
73429;1,5;243,3111111;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-26,98372;-53,53459;1 - ROTA1;3;25;12;MANTER;12;1 VISITA
73452;1,333333333;82,665;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-26,99676;-53,53075;1 - ROTA1;2;15;12;MANTER;12;1 VISITA
73455;1,5;79,63;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;R SETE DE SETEMBRO;-26,98825;-53,53557;1 - ROTA1;2;17;12;MANTER;12;1 VISITA
73468;0,5;320,3866667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17513;-53,71492;1 - ROTA1;5;15;12;MANTER;12;1 VISITA
73521;3,333333333;915,614;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-27,01057;-53,53462;1 - ROTA1;2;13;12;MANTER;12;2 VISITAS
73525;1,166666667;44,15;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;R DAS FLORES;-26,98721;-53,53357;1 - ROTA1;3;20;12;MANTER;12;1 VISITA
73597;1,833333333;115,7009091;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;AVENIDA GUSTAVO FETTER;-26,99345;-53,534;1 - ROTA1;3;11;12;MANTER;12;1 VISITA
73635;1,833333333;2022,348182;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA 7 DE SETEMBRO;-26,72887;-53,5178;2 - ROTA2;6;16;12;MANTER;12;2 VISITAS
73671;1,333333333;79,1675;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;RUA 7 DE FEVEREIRO;-26,99432;-53,53562;1 - ROTA1;3;10;12;MANTER;12;1 VISITA
73686;1,833333333;290,1890909;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA SANTA CRUZ;-27,09891;-53,59261;1 - ROTA1;6;21;12;MANTER;12;1 VISITA
73743;1;129,1533333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA LA SALLE;-26,72586;-53,52246;2 - ROTA2;6;12;12;MANTER;12;1 VISITA
73785;1,666666667;247,816;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;PROGRESSO;RUA WILLY BARTH;-26,74541;-53,50124;2 - ROTA2;4;24;12;MANTER;12;1 VISITA
73938;2,166666667;339,8353846;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO JOÃO DO OESTE;CENTRO;RUA SANTA CRUZ;-27,09649;-53,59412;1 - ROTA1;6;11;12;MANTER;12;1 VISITA
74074;1,5;618,2977778;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;AVENIDA URUGUAI;-27,17373;-53,71189;1 - ROTA1;4;20;12;MANTER;12;2 VISITAS
74353;2,833333333;852,7529412;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;SAGRADO CORAÇÃO;RUA MARCÍLIO DIAS;-26,73459;-53,52061;2 - ROTA2;5;19;12;MANTER;12;2 VISITAS
74453;3,166666667;476,1094737;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA MARCILIO DIAS;-26,73059;-53,52114;2 - ROTA2;3;8;12;MANTER;12;2 VISITAS
74786;1,833333333;68,51454545;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;RUA LOURENCO MULLER;-26,99192;-53,53275;1 - ROTA1;2;20;12;MANTER;12;1 VISITA
74815;2,333333333;50,75214286;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL DO OESTE;SAO LUIZ;R 22 DE ABRIL;-26,7423;-53,52153;2 - ROTA2;2;15;12;MANTER;12;1 VISITA
75012;2,833333333;276,5688235;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;AVENIDA JOHN KENEDY;-27,17968;-53,72017;1 - ROTA1;4;7;12;MANTER;12;1 VISITA
75495;2;1019,693333;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;BANDEIRANTE;CENTRO;AVENIDA SANTO ANTONIO;-26,76683;-53,63855;2 - ROTA2;6;3;12;MANTER;12;2 VISITAS
75496;1,5;63,81444444;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA MARCILIO DIAS;-26,72413;-53,5217;2 - ROTA2;6;8;12;MANTER;12;1 VISITA
75563;1,666666667;73,087;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;R SETE DE SETEMBRO;-26,72898;-53,52066;2 - ROTA2;2;19;12;MANTER;12;1 VISITA
75565;1,666666667;64,688;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA SANTOS DUMONT;-26,72844;-53,52001;2 - ROTA2;3;7;12;MANTER;12;1 VISITA
75568;1;73,71666667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;RUA IVOTY;-26,98715;-53,53438;1 - ROTA1;3;19;12;MANTER;12;1 VISITA
75569;1;75,89166667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;VILA NOVA;RUA LAURINDO KOSSMANN;-26,99518;-53,53438;2 - ROTA2;3;19;12;MANTER;12;1 VISITA
75570;1;127,1316667;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;AGOSTINI;RUA BARAO DO RIO BRANCO;-26,72588;-53,53388;2 - ROTA2;3;13;12;MANTER;12;1 VISITA
75594;2;43,9625;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;IPORA DO OESTE;CENTRO;RIA SÃO JOSE;-26,98897;-53,53398;1 - ROTA1;3;21;12;MANTER;12;1 VISITA
75601;1,333333333;299,59625;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;CENTRO;RUA DO COMERCIO;-27,17965;-53,7214;1 - ROTA1;4;13;12;MANTER;12;1 VISITA
75725;2,166666667;141,4123077;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;CENTRO;RUA SETE DE SETEMBRO;-26,72858;-53,51295;2 - ROTA2;6;11;12;MANTER;12;1 VISITA
75788;2,833333333;304,9764706;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;SÃO MIGUEL D OESTE;AGOSTINI;RUA OIAPOQUE;-26,72535;-53,53777;2 - ROTA2;2;12;12;MANTER;12;1 VISITA
75856;1,166666667;83,76;EXT.OESTE;12 - ROTA 12 - PAULO MACHRY;ITAPIRANGA;SANTA TEREZA ALTO;RUA BOA VISTA;-27,18012;-53,72514;1 - ROTA1;4;16;12;MANTER;12;1 VISITA
